"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"Sacramento County, California","311","Food Manufacturing","2022","82","84","1,592,920","248,588","56,789","3,591","152,566","35,575","2,746","5,330","96,022","21,214","845","N","N","N","N","N","1,153,500","N","N","N","N","N","N","N","N","404,492","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","10% to less than 20%"
"Sacramento County, California","312","Beverage and Tobacco Product Manufacturing","2022","50","51","669,513","76,817","18,991","1,297","52,308","12,834","850","1,730","24,509","6,157","447","N","N","N","N","N","467,084","N","N","N","N","N","N","N","N","213,679","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80% to less than 90%","40% to less than 50%","30% to less than 40%"
"Sacramento County, California","314","Textile Product Mills","2022","11","11","7,813","3,187","733","87","2,237","D","72","107","950","D","15","N","N","N","N","N","1,934","N","N","N","N","N","N","N","N","5,309","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","20% to less than 30%"
"Sacramento County, California","315","Apparel Manufacturing","2022","D","D","D","D","D","20 to 99 employees","D","D","D","D","240","D","6","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Sacramento County, California","321","Wood Product Manufacturing","2022","31","34","403,286","59,456","15,233","1,281","41,100","9,858","1,031","1,805","18,356","5,375","250","N","N","N","N","N","196,804","N","N","N","N","N","N","N","N","209,241","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","30% to less than 40%","20% to less than 30%"
"Sacramento County, California","322","Paper Manufacturing","2022","D","D","D","D","D","500 to 999 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Sacramento County, California","323","Printing and Related Support Activities","2022","78","78","162,421","48,339","11,889","892","28,505","7,109","603","1,120","19,834","4,780","289","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","50% to less than 60%"
"Sacramento County, California","324","Petroleum and Coal Products Manufacturing","2022","4","5","D","3,698","642","73","D","D","56","61","D","D","17","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","20% to less than 30%","Less than 10%"
"Sacramento County, California","325","Chemical Manufacturing","2022","31","34","860,111","88,778","26,688","1,078","60,602","17,537","777","1,551","28,176","9,151","301","N","N","N","N","N","351,209","N","N","N","N","N","N","N","N","518,923","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","10% to less than 20%","10% to less than 20%"
"Sacramento County, California","326","Plastics and Rubber Products Manufacturing","2022","26","26","285,121","54,180","13,364","948","26,207","6,488","570","1,101","27,973","6,876","378","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70% to less than 80%","60% to less than 70%","60% to less than 70%"
"Sacramento County, California","327","Nonmetallic Mineral Product Manufacturing","2022","35","40","465,202","75,810","19,271","1,380","51,824","13,093","1,064","2,078","23,986","6,178","316","N","N","N","N","N","223,297","N","N","N","N","N","N","N","N","246,654","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","10% to less than 20%"
"Sacramento County, California","332","Fabricated Metal Product Manufacturing","2022","114","114","538,338","121,047","28,781","1,921","82,897","20,095","1,501","2,838","38,150","8,686","420","N","N","N","N","N","240,096","N","N","N","N","N","N","N","N","312,001","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"Sacramento County, California","333","Machinery Manufacturing","2022","19","19","91,021","30,331","8,107","440","15,576","3,705","289","554","14,755","4,402","151","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","20% to less than 30%","50% to less than 60%"
"Sacramento County, California","334","Computer and Electronic Product Manufacturing","2022","24","24","319,610","63,739","14,249","782","48,715","10,886","632","1,283","15,024","3,363","150","N","N","N","N","N","D","N","N","N","N","N","N","N","N","249,172","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","20% to less than 30%"
"Sacramento County, California","335","Electrical Equipment, Appliance, and Component Manufacturing","2022","19","19","224,484","57,208","14,139","1,073","28,657","7,143","704","1,373","28,551","6,996","369","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70% to less than 80%","50% to less than 60%","80% to less than 90%"
"Sacramento County, California","336","Transportation Equipment Manufacturing","2022","29","31","D","211,939","72,787","2,706","141,819","D","2,082","2,911","70,120","D","624","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","10% to less than 20%","10% to less than 20%"
"Sacramento County, California","3362","Motor Vehicle Body and Trailer Manufacturing","2022","7","8","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Sacramento County, California","3363","Motor Vehicle Parts Manufacturing","2022","13","14","D","D","D","250 to 499 employees","D","D","290","578","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Sacramento County, California","3364","Aerospace Product and Parts Manufacturing","2022","D","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Sacramento County, California","3369","Other Transportation Equipment Manufacturing","2022","4","4","4,530","D","D","27","D","D","D","37","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","2,820","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","D","Less than 10%"
"Sacramento County, California","337","Furniture and Related Product Manufacturing","2022","48","48","97,113","26,220","5,964","538","15,832","3,701","371","634","10,388","2,263","167","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","40% to less than 50%"
"Sacramento County, California","339","Miscellaneous Manufacturing","2022","94","96","300,276","87,922","21,757","1,663","40,851","9,875","949","1,667","47,071","11,882","714","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","30% to less than 40%","40% to less than 50%"
"San Benito County, California","31-33","Manufacturing","2022","66","67","941,297","196,827","45,556","2,822","114,072","25,844","1,809","3,565","82,755","19,712","1,013","N","N","N","N","N","388,004","N","N","N","N","N","N","N","N","551,205","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"San Benito County, California","311","Food Manufacturing","2022","12","12","396,907","67,565","15,970","1,108","29,079","6,776","589","1,181","38,486","9,194","519","N","N","N","N","N","185,227","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"San Benito County, California","312","Beverage and Tobacco Product Manufacturing","2022","9","9","41,726","D","D","100 to 249 employees","D","D","D","D","D","D","D","N","N","N","N","N","13,325","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50% to less than 60%","D","D"
"San Benito County, California","321","Wood Product Manufacturing","2022","6","6","20,686","4,635","986","92","2,962","664","68","131","1,673","322","24","N","N","N","N","N","D","N","N","N","N","N","N","N","N","14,453","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"San Benito County, California","323","Printing and Related Support Activities","2022","3","3","4,713","1,600","400","25","921","230","17","34","679","170","8","N","N","N","N","N","1,794","N","N","N","N","N","N","N","N","2,919","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"San Benito County, California","325","Chemical Manufacturing","2022","6","6","243,941","D","D","559","D","D","411","699","13,283","3,237","148","N","N","N","N","N","82,014","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","D","10% to less than 20%"
"San Benito County, California","327","Nonmetallic Mineral Product Manufacturing","2022","6","7","91,744","29,490","6,575","393","15,114","3,294","249","536","14,376","3,281","144","N","N","N","N","N","D","N","N","N","N","N","N","N","N","58,657","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50% to less than 60%","30% to less than 40%","30% to less than 40%"
"San Benito County, California","332","Fabricated Metal Product Manufacturing","2022","8","8","12,955","3,860","833","65","2,149","447","45","98","1,711","386","20","N","N","N","N","N","5,726","N","N","N","N","N","N","N","N","7,180","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","Less than 10%"
"San Benito County, California","333","Machinery Manufacturing","2022","4","4","D","D","D","100 to 249 employees","D","D","D","D","D","D","44","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"San Benito County, California","336","Transportation Equipment Manufacturing","2022","D","D","18,066","7,357","1,825","118","D","D","85","94","D","D","33","N","N","N","N","N","10,574","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80% to less than 90%","Less than 10%","70% to less than 80%"
"San Benito County, California","337","Furniture and Related Product Manufacturing","2022","4","4","D","375","79","9","285","56","6","14","90","23","3","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","60% to less than 70%"
"San Bernardino County, California","31-33","Manufacturing","2022","1,703","1,781","26,190,443","3,355,296","815,719","55,453","2,176,590","526,280","42,236","81,565","1,178,706","289,439","13,217","N","N","N","N","N","13,405,421","N","N","N","N","N","N","N","N","12,888,946","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","20% to less than 30%","30% to less than 40%"
"San Bernardino County, California","311","Food Manufacturing","2022","144","148","5,670,412","437,280","106,430","8,838","324,662","78,889","7,404","13,194","112,618","27,541","1,434","N","N","N","N","N","2,659,817","N","N","N","N","N","N","N","N","3,014,664","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50% to less than 60%","30% to less than 40%","30% to less than 40%"
"San Bernardino County, California","312","Beverage and Tobacco Product Manufacturing","2022","41","44","1,290,298","79,066","19,071","1,473","51,607","12,446","983","2,035","27,459","6,625","490","N","N","N","N","N","888,177","N","N","N","N","N","N","N","N","416,766","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70% to less than 80%","20% to less than 30%","40% to less than 50%"
"San Bernardino County, California","313","Textile Mills","2022","D","D","62,875","9,814","2,539","210","D","D","D","363","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","41,985","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","Less than 10%","Less than 10%"
"San Bernardino County, California","314","Textile Product Mills","2022","20","20","40,075","8,282","1,963","292","6,516","1,562","250","383","1,766","401","42","N","N","N","N","N","11,413","N","N","N","N","N","N","N","N","28,239","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","20% to less than 30%","50% to less than 60%"
"San Bernardino County, California","315","Apparel Manufacturing","2022","16","16","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"San Bernardino County, California","321","Wood Product Manufacturing","2022","108","115","821,674","119,121","27,969","2,679","84,432","19,439","2,199","3,962","34,689","8,530","480","N","N","N","N","N","460,227","N","N","N","N","N","N","N","N","359,829","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"San Bernardino County, California","322","Paper Manufacturing","2022","31","31","1,467,642","125,976","31,133","1,703","86,529","21,078","1,316","2,837","39,447","10,055","387","N","N","N","N","N","823,570","N","N","N","N","N","N","N","N","663,623","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","30% to less than 40%"
"San Bernardino County, California","323","Printing and Related Support Activities","2022","116","116","232,301","57,200","13,941","1,181","37,811","9,011","896","1,733","19,389","4,930","285","N","N","N","N","N","99,481","N","N","N","N","N","N","N","N","134,410","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","30% to less than 40%"
"San Bernardino County, California","324","Petroleum and Coal Products Manufacturing","2022","8","12","291,014","27,593","6,395","279","19,583","4,486","220","439","8,010","1,909","59","N","N","N","N","N","199,897","N","N","N","N","N","N","N","N","91,662","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","20% to less than 30%","40% to less than 50%"
"San Bernardino County, California","325","Chemical Manufacturing","2022","95","99","2,305,736","252,723","62,990","3,246","128,122","32,097","2,070","4,253","124,601","30,893","1,176","N","N","N","N","N","826,770","N","N","N","N","N","N","N","N","1,491,714","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","10% to less than 20%","20% to less than 30%"
"San Bernardino County, California","326","Plastics and Rubber Products Manufacturing","2022","121","129","2,626,342","326,380","77,742","5,517","205,604","48,921","4,144","8,092","120,776","28,821","1,373","N","N","N","N","N","1,495,137","N","N","N","N","N","N","N","N","1,152,089","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"San Bernardino County, California","327","Nonmetallic Mineral Product Manufacturing","2022","54","83","1,678,433","279,215","70,130","3,608","199,925","50,227","2,738","5,607","79,290","19,903","870","N","N","N","N","N","821,561","N","N","N","N","N","N","N","N","865,789","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70% to less than 80%","60% to less than 70%","60% to less than 70%"
"San Bernardino County, California","331","Primary Metal Manufacturing","2022","29","30","2,903,180","250,178","61,211","2,793","182,244","44,189","2,307","4,966","67,934","17,022","486","N","N","N","N","N","1,755,250","N","N","N","N","N","N","N","N","1,087,148","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","20% to less than 30%","10% to less than 20%"
"San Bernardino County, California","332","Fabricated Metal Product Manufacturing","2022","405","411","2,585,746","539,814","127,956","8,772","346,062","80,889","6,561","12,613","193,752","47,067","2,211","N","N","N","N","N","1,227,381","N","N","N","N","N","N","N","N","1,402,515","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","20% to less than 30%"
"San Bernardino County, California","333","Machinery Manufacturing","2022","111","111","823,865","193,199","45,586","2,917","115,506","27,466","2,078","4,557","77,693","18,120","839","N","N","N","N","N","369,841","N","N","N","N","N","N","N","N","467,392","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","10% to less than 20%","40% to less than 50%"
"San Bernardino County, California","334","Computer and Electronic Product Manufacturing","2022","67","67","453,913","94,364","23,468","1,276","40,540","10,132","743","1,445","53,824","13,336","533","N","N","N","N","N","184,497","N","N","N","N","N","N","N","N","281,228","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","10% to less than 20%","40% to less than 50%"
"San Bernardino County, California","335","Electrical Equipment, Appliance, and Component Manufacturing","2022","29","29","221,165","49,495","12,561","929","30,845","7,373","699","1,327","18,650","5,188","230","N","N","N","N","N","90,781","N","N","N","N","N","N","N","N","125,081","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","20% to less than 30%"
"San Bernardino County, California","336","Transportation Equipment Manufacturing","2022","96","97","948,797","153,060","39,394","2,661","95,449","24,403","1,939","3,765","57,611","14,991","722","N","N","N","N","N","609,518","N","N","N","N","N","N","N","N","352,872","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","20% to less than 30%","50% to less than 60%"
"San Bernardino County, California","3361","Motor Vehicle Manufacturing","2022","D","D","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"San Bernardino County, California","3362","Motor Vehicle Body and Trailer Manufacturing","2022","30","30","384,956","59,019","15,478","1,028","38,463","9,557","784","1,490","20,556","5,921","244","N","N","N","N","N","272,371","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","20% to less than 30%","50% to less than 60%"
"San Bernardino County, California","3363","Motor Vehicle Parts Manufacturing","2022","35","35","373,299","51,276","12,860","959","30,270","7,660","654","1,257","21,006","5,200","305","N","N","N","N","N","224,924","N","N","N","N","N","N","N","N","152,002","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","20% to less than 30%","50% to less than 60%"
"San Bernardino County, California","3364","Aerospace Product and Parts Manufacturing","2022","16","16","D","23,179","6,316","345","14,694","4,248","257","518","8,485","2,068","88","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","20% to less than 30%","40% to less than 50%"
"San Bernardino County, California","3366","Ship and Boat Building","2022","D","D","D","D","D","100 to 249 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","11,135","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"San Bernardino County, California","3369","Other Transportation Equipment Manufacturing","2022","8","8","D","4,352","1,009","81","D","549","47","80","D","460","34","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","10% to less than 20%"
